austlii_id,href,text,flan_class_rec,fifty50,human_rec
ssa1991186,/cgi-bin/viewdoc/au/other/lawreform/ALRC/2011/117.html?context=1;query=ssa1991186;mask_path=au/other/lawreform/AdminRC+au/other/lawreform/ACTCLRC+au/other/lawreform/ACTLRAC+au/other/lawreform/ACTLRC+au/other/lawreform/ALRC+au/other/lawreform/ALRCBP+au/other/lawreform/ALRCCP+au/other/lawreform/ALRCCPS+au/other/lawreform/ALRCDP+au/other/lawreform/ALRCDRP+au/other/lawreform/ALRCIntroP+au/other/lawreform/ALRCIP+au/other/lawreform/CLRC+au/other/lawreform/NSWLRC+au/other/lawreform/NSWLRCCP+au/other/lawreform/NSWLRCDP+au/other/lawreform/NSWLRCIP+au/other/lawreform/NSWLRCQP+au/other/lawreform/NTLRC+au/other/lawreform/QLRC+au/other/lawreform/QLRCMP+au/other/lawreform/QLRCWP+au/other/lawreform/TASLRI+au/other/lawreform/TASLRIIP+au/other/lawreform/TASLRIRP+au/other/lawreform/VLRC+au/other/lawreform/VLRCCP+au/other/lawreform/VLRCDP+au/other/lawreform/VLRCIP+au/other/lawreform/VLRCInfoP+au/other/lawreform/VLRCInterimRp+au/other/lawreform/VLRCOP+au/other/lawreform/VLRCPP+au/other/lawreform/VicLRCmr+au/other/lawreform/VicLRCmrWP+au/other/lawreform/VicLRComm+nz/other/lawreform/NZIPACRp+nz/other/lawreform/NZLCR+nz/other/lawreform/NZLCIP+nz/other/lawreform/NZLCMBP+nz/other/lawreform/NZLCMP+nz/other/lawreform/NZLCOP+nz/other/lawreform/NZLCPP+nz/other/lawreform/NZLCSP+nz/other/lawreform/NZAHLRCom+nz/other/lawreform/NZALLRCom+nz/other/lawreform/NZCCLRCom+nz/other/lawreform/NZCLRCom+nz/other/lawreform/NZELRCom+nz/other/lawreform/NZFamJustRef+nz/other/lawreform/NZPenalPP+nz/other/lawreform/NZPPLRCom+nz/other/lawreform/NZPELRCom+nz/other/lawreform/NZPALRCom+nz/other/lawreform/NZRMLawRef+nz/other/lawreform/NZSSWLRCom+nz/other/lawreform/NZTGLRCom,The Australian Government should amend that [Social Security Act 1991] (Cth) to provide Crisis Payment to any person suffering severe financial hardship who is 'subject to' or 'experiencing' family violence,Yes,Yes,Yes
fla1975114,/cgi-bin/viewdoc/au/other/lawreform/ALRC/2010/114.html?context=1;query=fla1975114;mask_path=au/other/lawreform/AdminRC+au/other/lawreform/ACTCLRC+au/other/lawreform/ACTLRAC+au/other/lawreform/ACTLRC+au/other/lawreform/ALRC+au/other/lawreform/ALRCBP+au/other/lawreform/ALRCCP+au/other/lawreform/ALRCCPS+au/other/lawreform/ALRCDP+au/other/lawreform/ALRCDRP+au/other/lawreform/ALRCIntroP+au/other/lawreform/ALRCIP+au/other/lawreform/CLRC+au/other/lawreform/NSWLRC+au/other/lawreform/NSWLRCCP+au/other/lawreform/NSWLRCDP+au/other/lawreform/NSWLRCIP+au/other/lawreform/NSWLRCQP+au/other/lawreform/NTLRC+au/other/lawreform/QLRC+au/other/lawreform/QLRCMP+au/other/lawreform/QLRCWP+au/other/lawreform/TASLRI+au/other/lawreform/TASLRIIP+au/other/lawreform/TASLRIRP+au/other/lawreform/VLRC+au/other/lawreform/VLRCCP+au/other/lawreform/VLRCDP+au/other/lawreform/VLRCIP+au/other/lawreform/VLRCInfoP+au/other/lawreform/VLRCInterimRp+au/other/lawreform/VLRCOP+au/other/lawreform/VLRCPP+au/other/lawreform/VicLRCmr+au/other/lawreform/VicLRCmrWP+au/other/lawreform/VicLRComm+nz/other/lawreform/NZIPACRp+nz/other/lawreform/NZLCR+nz/other/lawreform/NZLCIP+nz/other/lawreform/NZLCMBP+nz/other/lawreform/NZLCMP+nz/other/lawreform/NZLCOP+nz/other/lawreform/NZLCPP+nz/other/lawreform/NZLCSP+nz/other/lawreform/NZAHLRCom+nz/other/lawreform/NZALLRCom+nz/other/lawreform/NZCCLRCom+nz/other/lawreform/NZCLRCom+nz/other/lawreform/NZELRCom+nz/other/lawreform/NZFamJustRef+nz/other/lawreform/NZPenalPP+nz/other/lawreform/NZPPLRCom+nz/other/lawreform/NZPELRCom+nz/other/lawreform/NZPALRCom+nz/other/lawreform/NZRMLawRef+nz/other/lawreform/NZSSWLRCom+nz/other/lawreform/NZTGLRCom,"In Chapter 17, the Commissions recommend that the [Family Law Act 1975] should be amended to require a court to consider any family violence—including evidence given, or findings made, in relevant protection order proceedings—when determining what is in the best interests of the child",Yes,Yes,Yes
fla1975114,/cgi-bin/viewdoc/au/other/lawreform/ALRC/2010/114.html?context=1;query=fla1975114;mask_path=au/other/lawreform/AdminRC+au/other/lawreform/ACTCLRC+au/other/lawreform/ACTLRAC+au/other/lawreform/ACTLRC+au/other/lawreform/ALRC+au/other/lawreform/ALRCBP+au/other/lawreform/ALRCCP+au/other/lawreform/ALRCCPS+au/other/lawreform/ALRCDP+au/other/lawreform/ALRCDRP+au/other/lawreform/ALRCIntroP+au/other/lawreform/ALRCIP+au/other/lawreform/CLRC+au/other/lawreform/NSWLRC+au/other/lawreform/NSWLRCCP+au/other/lawreform/NSWLRCDP+au/other/lawreform/NSWLRCIP+au/other/lawreform/NSWLRCQP+au/other/lawreform/NTLRC+au/other/lawreform/QLRC+au/other/lawreform/QLRCMP+au/other/lawreform/QLRCWP+au/other/lawreform/TASLRI+au/other/lawreform/TASLRIIP+au/other/lawreform/TASLRIRP+au/other/lawreform/VLRC+au/other/lawreform/VLRCCP+au/other/lawreform/VLRCDP+au/other/lawreform/VLRCIP+au/other/lawreform/VLRCInfoP+au/other/lawreform/VLRCInterimRp+au/other/lawreform/VLRCOP+au/other/lawreform/VLRCPP+au/other/lawreform/VicLRCmr+au/other/lawreform/VicLRCmrWP+au/other/lawreform/VicLRComm+nz/other/lawreform/NZIPACRp+nz/other/lawreform/NZLCR+nz/other/lawreform/NZLCIP+nz/other/lawreform/NZLCMBP+nz/other/lawreform/NZLCMP+nz/other/lawreform/NZLCOP+nz/other/lawreform/NZLCPP+nz/other/lawreform/NZLCSP+nz/other/lawreform/NZAHLRCom+nz/other/lawreform/NZALLRCom+nz/other/lawreform/NZCCLRCom+nz/other/lawreform/NZCLRCom+nz/other/lawreform/NZELRCom+nz/other/lawreform/NZFamJustRef+nz/other/lawreform/NZPenalPP+nz/other/lawreform/NZPPLRCom+nz/other/lawreform/NZPELRCom+nz/other/lawreform/NZPALRCom+nz/other/lawreform/NZRMLawRef+nz/other/lawreform/NZSSWLRCom+nz/other/lawreform/NZTGLRCom,"In particular, the Chisholm Review recommended that the [Family Law Act 1975] should list a range of factors that a court must take into account when considering the making of parenting orders",Yes,Yes,Yes
pa1988108,/cgi-bin/viewdoc/au/other/lawreform/ALRC/2008/108.html?context=1;query=pa1988108;mask_path=au/other/lawreform/AdminRC+au/other/lawreform/ACTCLRC+au/other/lawreform/ACTLRAC+au/other/lawreform/ACTLRC+au/other/lawreform/ALRC+au/other/lawreform/ALRCBP+au/other/lawreform/ALRCCP+au/other/lawreform/ALRCCPS+au/other/lawreform/ALRCDP+au/other/lawreform/ALRCDRP+au/other/lawreform/ALRCIntroP+au/other/lawreform/ALRCIP+au/other/lawreform/CLRC+au/other/lawreform/NSWLRC+au/other/lawreform/NSWLRCCP+au/other/lawreform/NSWLRCDP+au/other/lawreform/NSWLRCIP+au/other/lawreform/NSWLRCQP+au/other/lawreform/NTLRC+au/other/lawreform/QLRC+au/other/lawreform/QLRCMP+au/other/lawreform/QLRCWP+au/other/lawreform/TASLRI+au/other/lawreform/TASLRIIP+au/other/lawreform/TASLRIRP+au/other/lawreform/VLRC+au/other/lawreform/VLRCCP+au/other/lawreform/VLRCDP+au/other/lawreform/VLRCIP+au/other/lawreform/VLRCInfoP+au/other/lawreform/VLRCInterimRp+au/other/lawreform/VLRCOP+au/other/lawreform/VLRCPP+au/other/lawreform/VicLRCmr+au/other/lawreform/VicLRCmrWP+au/other/lawreform/VicLRComm+nz/other/lawreform/NZIPACRp+nz/other/lawreform/NZLCR+nz/other/lawreform/NZLCIP+nz/other/lawreform/NZLCMBP+nz/other/lawreform/NZLCMP+nz/other/lawreform/NZLCOP+nz/other/lawreform/NZLCPP+nz/other/lawreform/NZLCSP+nz/other/lawreform/NZAHLRCom+nz/other/lawreform/NZALLRCom+nz/other/lawreform/NZCCLRCom+nz/other/lawreform/NZCLRCom+nz/other/lawreform/NZELRCom+nz/other/lawreform/NZFamJustRef+nz/other/lawreform/NZPenalPP+nz/other/lawreform/NZPPLRCom+nz/other/lawreform/NZPELRCom+nz/other/lawreform/NZPALRCom+nz/other/lawreform/NZRMLawRef+nz/other/lawreform/NZSSWLRCom+nz/other/lawreform/NZTGLRCom,"Recommendation 63–10 The [Privacy Act 1988] should be amended to empower the Privacy Commissioner to issue rules in relation to the handling of personal information for the funding, management, planning, monitoring, or evaluation of a health service",Yes,Yes,Yes
dda1992264,/cgi-bin/viewdoc/au/other/lawreform/ALRCDP/2002/66.html?context=1;query=dda1992264;mask_path=au/other/lawreform/AdminRC+au/other/lawreform/ACTCLRC+au/other/lawreform/ACTLRAC+au/other/lawreform/ACTLRC+au/other/lawreform/ALRC+au/other/lawreform/ALRCBP+au/other/lawreform/ALRCCP+au/other/lawreform/ALRCCPS+au/other/lawreform/ALRCDP+au/other/lawreform/ALRCDRP+au/other/lawreform/ALRCIntroP+au/other/lawreform/ALRCIP+au/other/lawreform/CLRC+au/other/lawreform/NSWLRC+au/other/lawreform/NSWLRCCP+au/other/lawreform/NSWLRCDP+au/other/lawreform/NSWLRCIP+au/other/lawreform/NSWLRCQP+au/other/lawreform/NTLRC+au/other/lawreform/QLRC+au/other/lawreform/QLRCMP+au/other/lawreform/QLRCWP+au/other/lawreform/TASLRI+au/other/lawreform/TASLRIIP+au/other/lawreform/TASLRIRP+au/other/lawreform/VLRC+au/other/lawreform/VLRCCP+au/other/lawreform/VLRCDP+au/other/lawreform/VLRCIP+au/other/lawreform/VLRCInfoP+au/other/lawreform/VLRCInterimRp+au/other/lawreform/VLRCOP+au/other/lawreform/VLRCPP+au/other/lawreform/VicLRCmr+au/other/lawreform/VicLRCmrWP+au/other/lawreform/VicLRComm+nz/other/lawreform/NZIPACRp+nz/other/lawreform/NZLCR+nz/other/lawreform/NZLCIP+nz/other/lawreform/NZLCMBP+nz/other/lawreform/NZLCMP+nz/other/lawreform/NZLCOP+nz/other/lawreform/NZLCPP+nz/other/lawreform/NZLCSP+nz/other/lawreform/NZAHLRCom+nz/other/lawreform/NZALLRCom+nz/other/lawreform/NZCCLRCom+nz/other/lawreform/NZCLRCom+nz/other/lawreform/NZELRCom+nz/other/lawreform/NZFamJustRef+nz/other/lawreform/NZPenalPP+nz/other/lawreform/NZPPLRCom+nz/other/lawreform/NZPELRCom+nz/other/lawreform/NZPALRCom+nz/other/lawreform/NZRMLawRef+nz/other/lawreform/NZSSWLRCom+nz/other/lawreform/NZTGLRCom,"74 In Chapter 8, the Inquiry proposed that the definition of ‘disability’ in the [Disability Discrimination Act 1992] (Cth) be amended to expressly bring genetic discrimination within the legislative framework of federal anti-discrimination law",Yes,Yes,Yes
pa1988108,/cgi-bin/viewdoc/au/other/lawreform/ALRC/2003/96.html?context=1;query=pa1988108;mask_path=au/other/lawreform/AdminRC+au/other/lawreform/ACTCLRC+au/other/lawreform/ACTLRAC+au/other/lawreform/ACTLRC+au/other/lawreform/ALRC+au/other/lawreform/ALRCBP+au/other/lawreform/ALRCCP+au/other/lawreform/ALRCCPS+au/other/lawreform/ALRCDP+au/other/lawreform/ALRCDRP+au/other/lawreform/ALRCIntroP+au/other/lawreform/ALRCIP+au/other/lawreform/CLRC+au/other/lawreform/NSWLRC+au/other/lawreform/NSWLRCCP+au/other/lawreform/NSWLRCDP+au/other/lawreform/NSWLRCIP+au/other/lawreform/NSWLRCQP+au/other/lawreform/NTLRC+au/other/lawreform/QLRC+au/other/lawreform/QLRCMP+au/other/lawreform/QLRCWP+au/other/lawreform/TASLRI+au/other/lawreform/TASLRIIP+au/other/lawreform/TASLRIRP+au/other/lawreform/VLRC+au/other/lawreform/VLRCCP+au/other/lawreform/VLRCDP+au/other/lawreform/VLRCIP+au/other/lawreform/VLRCInfoP+au/other/lawreform/VLRCInterimRp+au/other/lawreform/VLRCOP+au/other/lawreform/VLRCPP+au/other/lawreform/VicLRCmr+au/other/lawreform/VicLRCmrWP+au/other/lawreform/VicLRComm+nz/other/lawreform/NZIPACRp+nz/other/lawreform/NZLCR+nz/other/lawreform/NZLCIP+nz/other/lawreform/NZLCMBP+nz/other/lawreform/NZLCMP+nz/other/lawreform/NZLCOP+nz/other/lawreform/NZLCPP+nz/other/lawreform/NZLCSP+nz/other/lawreform/NZAHLRCom+nz/other/lawreform/NZALLRCom+nz/other/lawreform/NZCCLRCom+nz/other/lawreform/NZCLRCom+nz/other/lawreform/NZELRCom+nz/other/lawreform/NZFamJustRef+nz/other/lawreform/NZPenalPP+nz/other/lawreform/NZPPLRCom+nz/other/lawreform/NZPELRCom+nz/other/lawreform/NZPALRCom+nz/other/lawreform/NZRMLawRef+nz/other/lawreform/NZSSWLRCom+nz/other/lawreform/NZTGLRCom,"Department of Employment and Workplace Relations (Cth) 34-2 Consider, in the pending inter-departmental review of the employee records exemption, whether the [Privacy Act 1988] should be amended to ensure that employee records are subject to the protections of the Act to the extent that they contain health information other than genetic information",Yes,Yes,Yes
dsa1986213,/cgi-bin/viewdoc/au/other/lawreform/ALRC/1996/79.html?context=1;query=dsa1986213;mask_path=au/other/lawreform/AdminRC+au/other/lawreform/ACTCLRC+au/other/lawreform/ACTLRAC+au/other/lawreform/ACTLRC+au/other/lawreform/ALRC+au/other/lawreform/ALRCBP+au/other/lawreform/ALRCCP+au/other/lawreform/ALRCCPS+au/other/lawreform/ALRCDP+au/other/lawreform/ALRCDRP+au/other/lawreform/ALRCIntroP+au/other/lawreform/ALRCIP+au/other/lawreform/CLRC+au/other/lawreform/NSWLRC+au/other/lawreform/NSWLRCCP+au/other/lawreform/NSWLRCDP+au/other/lawreform/NSWLRCIP+au/other/lawreform/NSWLRCQP+au/other/lawreform/NTLRC+au/other/lawreform/QLRC+au/other/lawreform/QLRCMP+au/other/lawreform/QLRCWP+au/other/lawreform/TASLRI+au/other/lawreform/TASLRIIP+au/other/lawreform/TASLRIRP+au/other/lawreform/VLRC+au/other/lawreform/VLRCCP+au/other/lawreform/VLRCDP+au/other/lawreform/VLRCIP+au/other/lawreform/VLRCInfoP+au/other/lawreform/VLRCInterimRp+au/other/lawreform/VLRCOP+au/other/lawreform/VLRCPP+au/other/lawreform/VicLRCmr+au/other/lawreform/VicLRCmrWP+au/other/lawreform/VicLRComm+nz/other/lawreform/NZIPACRp+nz/other/lawreform/NZLCR+nz/other/lawreform/NZLCIP+nz/other/lawreform/NZLCMBP+nz/other/lawreform/NZLCMP+nz/other/lawreform/NZLCOP+nz/other/lawreform/NZLCPP+nz/other/lawreform/NZLCSP+nz/other/lawreform/NZAHLRCom+nz/other/lawreform/NZALLRCom+nz/other/lawreform/NZCCLRCom+nz/other/lawreform/NZCLRCom+nz/other/lawreform/NZELRCom+nz/other/lawreform/NZFamJustRef+nz/other/lawreform/NZPenalPP+nz/other/lawreform/NZPPLRCom+nz/other/lawreform/NZPELRCom+nz/other/lawreform/NZPALRCom+nz/other/lawreform/NZRMLawRef+nz/other/lawreform/NZSSWLRCom+nz/other/lawreform/NZTGLRCom,(115) Introducing a new [Disability Services Act 1986] with a focus on individual needs and rights will not be enough to achieve equality for people with a disability if that Act operates in an environment that isolates an already vulnerable client group,Yes,Yes,Yes
sda1984209,/cgi-bin/viewdoc/au/other/lawreform/ALRC/1994/4.html?context=1;query=sda1984209;mask_path=au/other/lawreform/AdminRC+au/other/lawreform/ACTCLRC+au/other/lawreform/ACTLRAC+au/other/lawreform/ACTLRC+au/other/lawreform/ALRC+au/other/lawreform/ALRCBP+au/other/lawreform/ALRCCP+au/other/lawreform/ALRCCPS+au/other/lawreform/ALRCDP+au/other/lawreform/ALRCDRP+au/other/lawreform/ALRCIntroP+au/other/lawreform/ALRCIP+au/other/lawreform/CLRC+au/other/lawreform/NSWLRC+au/other/lawreform/NSWLRCCP+au/other/lawreform/NSWLRCDP+au/other/lawreform/NSWLRCIP+au/other/lawreform/NSWLRCQP+au/other/lawreform/NTLRC+au/other/lawreform/QLRC+au/other/lawreform/QLRCMP+au/other/lawreform/QLRCWP+au/other/lawreform/TASLRI+au/other/lawreform/TASLRIIP+au/other/lawreform/TASLRIRP+au/other/lawreform/VLRC+au/other/lawreform/VLRCCP+au/other/lawreform/VLRCDP+au/other/lawreform/VLRCIP+au/other/lawreform/VLRCInfoP+au/other/lawreform/VLRCInterimRp+au/other/lawreform/VLRCOP+au/other/lawreform/VLRCPP+au/other/lawreform/VicLRCmr+au/other/lawreform/VicLRCmrWP+au/other/lawreform/VicLRComm+nz/other/lawreform/NZIPACRp+nz/other/lawreform/NZLCR+nz/other/lawreform/NZLCIP+nz/other/lawreform/NZLCMBP+nz/other/lawreform/NZLCMP+nz/other/lawreform/NZLCOP+nz/other/lawreform/NZLCPP+nz/other/lawreform/NZLCSP+nz/other/lawreform/NZAHLRCom+nz/other/lawreform/NZALLRCom+nz/other/lawreform/NZCCLRCom+nz/other/lawreform/NZCLRCom+nz/other/lawreform/NZELRCom+nz/other/lawreform/NZFamJustRef+nz/other/lawreform/NZPenalPP+nz/other/lawreform/NZPPLRCom+nz/other/lawreform/NZPELRCom+nz/other/lawreform/NZPALRCom+nz/other/lawreform/NZRMLawRef+nz/other/lawreform/NZSSWLRCom+nz/other/lawreform/NZTGLRCom,(67) Attorney-General Proposals to Amend the [Sex Discrimination Act 1984] Attorney-General's Department Canberra 1993,Yes,Yes,Yes
ea199580,/cgi-bin/viewdoc/au/other/lawreform/ALRC/2005/102.html?context=1;query=ea199580;mask_path=au/other/lawreform/AdminRC+au/other/lawreform/ACTCLRC+au/other/lawreform/ACTLRAC+au/other/lawreform/ACTLRC+au/other/lawreform/ALRC+au/other/lawreform/ALRCBP+au/other/lawreform/ALRCCP+au/other/lawreform/ALRCCPS+au/other/lawreform/ALRCDP+au/other/lawreform/ALRCDRP+au/other/lawreform/ALRCIntroP+au/other/lawreform/ALRCIP+au/other/lawreform/CLRC+au/other/lawreform/NSWLRC+au/other/lawreform/NSWLRCCP+au/other/lawreform/NSWLRCDP+au/other/lawreform/NSWLRCIP+au/other/lawreform/NSWLRCQP+au/other/lawreform/NTLRC+au/other/lawreform/QLRC+au/other/lawreform/QLRCMP+au/other/lawreform/QLRCWP+au/other/lawreform/TASLRI+au/other/lawreform/TASLRIIP+au/other/lawreform/TASLRIRP+au/other/lawreform/VLRC+au/other/lawreform/VLRCCP+au/other/lawreform/VLRCDP+au/other/lawreform/VLRCIP+au/other/lawreform/VLRCInfoP+au/other/lawreform/VLRCInterimRp+au/other/lawreform/VLRCOP+au/other/lawreform/VLRCPP+au/other/lawreform/VicLRCmr+au/other/lawreform/VicLRCmrWP+au/other/lawreform/VicLRComm+nz/other/lawreform/NZIPACRp+nz/other/lawreform/NZLCR+nz/other/lawreform/NZLCIP+nz/other/lawreform/NZLCMBP+nz/other/lawreform/NZLCMP+nz/other/lawreform/NZLCOP+nz/other/lawreform/NZLCPP+nz/other/lawreform/NZLCSP+nz/other/lawreform/NZAHLRCom+nz/other/lawreform/NZALLRCom+nz/other/lawreform/NZCCLRCom+nz/other/lawreform/NZCLRCom+nz/other/lawreform/NZELRCom+nz/other/lawreform/NZFamJustRef+nz/other/lawreform/NZPenalPP+nz/other/lawreform/NZPPLRCom+nz/other/lawreform/NZPELRCom+nz/other/lawreform/NZPALRCom+nz/other/lawreform/NZRMLawRef+nz/other/lawreform/NZSSWLRCom+nz/other/lawreform/NZTGLRCom,2–5 The definition of ‘NSW court’ in the Dictionary to the [Evidence Act 1995] (NSW) should be amended to delete the parenthetical words ‘including such a court exercising federal jurisdiction’,Yes,Yes,Yes
pa1990109,/cgi-bin/viewdoc/au/other/lawreform/ALRCDP/2004/68.html?context=1;query=pa1990109;mask_path=au/other/lawreform/AdminRC+au/other/lawreform/ACTCLRC+au/other/lawreform/ACTLRAC+au/other/lawreform/ACTLRC+au/other/lawreform/ALRC+au/other/lawreform/ALRCBP+au/other/lawreform/ALRCCP+au/other/lawreform/ALRCCPS+au/other/lawreform/ALRCDP+au/other/lawreform/ALRCDRP+au/other/lawreform/ALRCIntroP+au/other/lawreform/ALRCIP+au/other/lawreform/CLRC+au/other/lawreform/NSWLRC+au/other/lawreform/NSWLRCCP+au/other/lawreform/NSWLRCDP+au/other/lawreform/NSWLRCIP+au/other/lawreform/NSWLRCQP+au/other/lawreform/NTLRC+au/other/lawreform/QLRC+au/other/lawreform/QLRCMP+au/other/lawreform/QLRCWP+au/other/lawreform/TASLRI+au/other/lawreform/TASLRIIP+au/other/lawreform/TASLRIRP+au/other/lawreform/VLRC+au/other/lawreform/VLRCCP+au/other/lawreform/VLRCDP+au/other/lawreform/VLRCIP+au/other/lawreform/VLRCInfoP+au/other/lawreform/VLRCInterimRp+au/other/lawreform/VLRCOP+au/other/lawreform/VLRCPP+au/other/lawreform/VicLRCmr+au/other/lawreform/VicLRCmrWP+au/other/lawreform/VicLRComm+nz/other/lawreform/NZIPACRp+nz/other/lawreform/NZLCR+nz/other/lawreform/NZLCIP+nz/other/lawreform/NZLCMBP+nz/other/lawreform/NZLCMP+nz/other/lawreform/NZLCOP+nz/other/lawreform/NZLCPP+nz/other/lawreform/NZLCSP+nz/other/lawreform/NZAHLRCom+nz/other/lawreform/NZALLRCom+nz/other/lawreform/NZCCLRCom+nz/other/lawreform/NZCLRCom+nz/other/lawreform/NZELRCom+nz/other/lawreform/NZFamJustRef+nz/other/lawreform/NZPenalPP+nz/other/lawreform/NZPPLRCom+nz/other/lawreform/NZPELRCom+nz/other/lawreform/NZPALRCom+nz/other/lawreform/NZRMLawRef+nz/other/lawreform/NZSSWLRCom+nz/other/lawreform/NZTGLRCom,"77 In addition to these defences, later chapters of this Discussion Paper examine whether the [Patents Act 1990] should be amended to enact new defences based on experimental use of gene patents, or use of gene patents for the purposes of medical treatment",Yes,Yes,No
sgca1992314,/cgi-bin/viewdoc/au/journals/UNSWLawJl/2014/6.html?context=1;query=sgca1992314;mask_path=+au/journals,"(9) Superannuation Guarantee Charge Amendment Act 2002 (Cth), amending [Superannuation Guarantee Charge Act 1992] (Cth) [Superannuation Guarantee Charge Act 1992] – [Superannuation Guarantee Charge Act 1992]",Yes,Yes,No
irada1986348,/cgi-bin/viewdoc/au/other/lawreform/AdminRC/1988/31.html?context=1;query=irada1986348;mask_path=au/other/lawreform/AdminRC+au/other/lawreform/ACTCLRC+au/other/lawreform/ACTLRAC+au/other/lawreform/ACTLRC+au/other/lawreform/ALRC+au/other/lawreform/ALRCBP+au/other/lawreform/ALRCCP+au/other/lawreform/ALRCCPS+au/other/lawreform/ALRCDP+au/other/lawreform/ALRCDRP+au/other/lawreform/ALRCIntroP+au/other/lawreform/ALRCIP+au/other/lawreform/CLRC+au/other/lawreform/NSWLRC+au/other/lawreform/NSWLRCCP+au/other/lawreform/NSWLRCDP+au/other/lawreform/NSWLRCIP+au/other/lawreform/NSWLRCQP+au/other/lawreform/NTLRC+au/other/lawreform/QLRC+au/other/lawreform/QLRCMP+au/other/lawreform/QLRCWP+au/other/lawreform/TASLRI+au/other/lawreform/TASLRIIP+au/other/lawreform/TASLRIRP+au/other/lawreform/VLRC+au/other/lawreform/VLRCCP+au/other/lawreform/VLRCDP+au/other/lawreform/VLRCIP+au/other/lawreform/VLRCInfoP+au/other/lawreform/VLRCInterimRp+au/other/lawreform/VLRCOP+au/other/lawreform/VLRCPP+au/other/lawreform/VicLRCmr+au/other/lawreform/VicLRCmrWP+au/other/lawreform/VicLRComm+nz/other/lawreform/NZIPACRp+nz/other/lawreform/NZLCR+nz/other/lawreform/NZLCIP+nz/other/lawreform/NZLCMBP+nz/other/lawreform/NZLCMP+nz/other/lawreform/NZLCOP+nz/other/lawreform/NZLCPP+nz/other/lawreform/NZLCSP+nz/other/lawreform/NZAHLRCom+nz/other/lawreform/NZALLRCom+nz/other/lawreform/NZCCLRCom+nz/other/lawreform/NZCLRCom+nz/other/lawreform/NZELRCom+nz/other/lawreform/NZFamJustRef+nz/other/lawreform/NZPenalPP+nz/other/lawreform/NZPPLRCom+nz/other/lawreform/NZPELRCom+nz/other/lawreform/NZPALRCom+nz/other/lawreform/NZRMLawRef+nz/other/lawreform/NZSSWLRCom+nz/other/lawreform/NZTGLRCom,Recommendation 1: Review of decisions not to register a company as an eligible company under section 39J A decision of the Industry Research and Development Board under section 39J of the [Industry Research and Development Act 1986] not to register a company in relation to a year of income ought to be made subject to review by the Administrative Appeals Tribunal,Yes,Yes,No
pa1988108,/cgi-bin/viewdoc/au/other/lawreform/ALRC/2008/1.html?context=1;query=pa1988108;mask_path=au/other/lawreform/AdminRC+au/other/lawreform/ACTCLRC+au/other/lawreform/ACTLRAC+au/other/lawreform/ACTLRC+au/other/lawreform/ALRC+au/other/lawreform/ALRCBP+au/other/lawreform/ALRCCP+au/other/lawreform/ALRCCPS+au/other/lawreform/ALRCDP+au/other/lawreform/ALRCDRP+au/other/lawreform/ALRCIntroP+au/other/lawreform/ALRCIP+au/other/lawreform/CLRC+au/other/lawreform/NSWLRC+au/other/lawreform/NSWLRCCP+au/other/lawreform/NSWLRCDP+au/other/lawreform/NSWLRCIP+au/other/lawreform/NSWLRCQP+au/other/lawreform/NTLRC+au/other/lawreform/QLRC+au/other/lawreform/QLRCMP+au/other/lawreform/QLRCWP+au/other/lawreform/TASLRI+au/other/lawreform/TASLRIIP+au/other/lawreform/TASLRIRP+au/other/lawreform/VLRC+au/other/lawreform/VLRCCP+au/other/lawreform/VLRCDP+au/other/lawreform/VLRCIP+au/other/lawreform/VLRCInfoP+au/other/lawreform/VLRCInterimRp+au/other/lawreform/VLRCOP+au/other/lawreform/VLRCPP+au/other/lawreform/VicLRCmr+au/other/lawreform/VicLRCmrWP+au/other/lawreform/VicLRComm+nz/other/lawreform/NZIPACRp+nz/other/lawreform/NZLCR+nz/other/lawreform/NZLCIP+nz/other/lawreform/NZLCMBP+nz/other/lawreform/NZLCMP+nz/other/lawreform/NZLCOP+nz/other/lawreform/NZLCPP+nz/other/lawreform/NZLCSP+nz/other/lawreform/NZAHLRCom+nz/other/lawreform/NZALLRCom+nz/other/lawreform/NZCCLRCom+nz/other/lawreform/NZCLRCom+nz/other/lawreform/NZELRCom+nz/other/lawreform/NZFamJustRef+nz/other/lawreform/NZPenalPP+nz/other/lawreform/NZPPLRCom+nz/other/lawreform/NZPELRCom+nz/other/lawreform/NZPALRCom+nz/other/lawreform/NZRMLawRef+nz/other/lawreform/NZSSWLRCom+nz/other/lawreform/NZTGLRCom,1 This chapter discusses the existing provisions of Part IIIA of the [Privacy Act 1988] (Cth) dealing with the data quality and security of credit reporting information and makes recommendations on how these matters should be dealt with under the model Unified Privacy Principles (UPPs)(1) and the new Privacy (Credit Reporting Information) Regulations,Yes,Yes,No
